Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
SANDRA L MUNOZ,1.0,Live it nice I really enjoy this course,US,3,2022-04-12T04:51:23Z,"Comedy Driving, Inc."
Susan,1.0,"Easy to follow stories and situations…

Easy to follow stories and situations on driving.",US,1,2022-04-12T03:40:05Z,"Comedy Driving, Inc."
ROBIN J,1.0,"Easy Class

Easy Class

Everything about this class was easy and simple. Do at your own pace!!",US,3,2022-04-11T18:56:56Z,"Comedy Driving, Inc."
Elaine,0.8,"Simple

Simple, easy to follow. I thought the Elvis character was funny.",US,1,2022-04-11T15:32:40Z,"Comedy Driving, Inc."
Esmina,1.0,"Xxxxx

Everything was good",US,1,2022-04-11T15:28:32Z,"Comedy Driving, Inc."
Jeana`,1.0,"Excellent Defensive Driving course!

Great training! Easy to navigate and manage time. Helpful information that I'm already using when I drive now.",US,1,2022-04-11T06:02:07Z,"Comedy Driving, Inc."
Matthew,1.0,"Good Job!

Thought it was an excellent job of keeping some pretty dry subjects engaging and entertaining. Thank you.",US,1,2022-04-11T01:57:47Z,"Comedy Driving, Inc."
Billy,1.0,"I have never taken a Defensive Driving…

I have never taken a Defensive Driving course until now. I must say it was a bit long, but I stayed entertained. I would highly recommend this Course to anyone.",US,1,2022-04-11T00:41:14Z,"Comedy Driving, Inc."
Lindsay,1.0,"Much better than the boring

Much better than the boring, traditional classes but still very informative",US,1,2022-04-10T21:13:43Z,"Comedy Driving, Inc."
Yolanda,1.0,"I enjoyed taking the course it was easy…

I enjoyed taking the course it was easy even though I chose a couple of wrong answers not knowing that particular question would be asked.",US,1,2022-04-10T21:00:53Z,"Comedy Driving, Inc."
Zach,1.0,Solid product and gets you what you need,US,1,2022-04-10T16:49:38Z,"Comedy Driving, Inc."
CN,1.0,"Great course

It was great and convenient for those with busy schedule.",US,1,2022-04-10T14:50:20Z,"Comedy Driving, Inc."
Maria,1.0,"Able to go through all the charter…

Able to go through all the charter without any problems",US,1,2022-04-10T03:47:31Z,"Comedy Driving, Inc."
Gina,1.0,Awesome class,US,1,2022-04-10T02:52:00Z,"Comedy Driving, Inc."
Patricia,1.0,"I’d recommend it!

The course was engaging, easy to navigate with the short chapters and very informative. Customer support is the best—it was easy to talk to someone if I had questions. I would definitely recommend it.",US,1,2022-04-09T16:25:37Z,"Comedy Driving, Inc."
Erick,1.0,"Great ans convenient!

Great and convenient! Plus funny stuff in there.",US,1,2022-04-09T06:57:22Z,"Comedy Driving, Inc."
W D,0.8,"The class is fairly easy to watch

The class is fairly easy to watch, some of the video timing is off, but it makes a boring, sober class a little more bearable.",US,1,2022-04-09T02:19:05Z,"Comedy Driving, Inc."
Jennifer,1.0,"I was really dreading the six hours…

I was really dreading the six hours that I would have to sit in front of a computer and study this course-but what I dread even more than that is having to pay an insurance company more money because of a speeding ticket. To my surprise, I only had to break it up twice and before you know it I was done! It was nice and clear-The test questions we’re very easy and it didn’t even seem like six hours at all! The whole process was very simple especially at the end when it was time to print out my certificate. I would definitely recommend this course to everyone...It was silly and simple.. and definitely worth only $25! Thanks guys…",US,1,2022-04-09T02:17:34Z,"Comedy Driving, Inc."
John,1.0,"Useful Defensive Driving

Due to a moving violation I choose to take defensive driving. This was an excellent presentation and also a reminder to me that I need to clean up a few driving habits that I have developed.

Thank you Comedy Driving for this presentation.",US,1,2022-04-08T20:36:20Z,"Comedy Driving, Inc."
Naheeda,1.0,Great course,US,1,2022-04-08T19:04:46Z,"Comedy Driving, Inc."
Mumalongo,1.0,"Good job

Good job keep it up!",US,1,2022-04-08T17:28:32Z,"Comedy Driving, Inc."
Vicente,1.0,"Excellent Course

This is an excellent course I would recommend to anyone who needs more education on defensive driving!",US,1,2022-04-08T16:32:05Z,"Comedy Driving, Inc."
Better Driving without Boredom,0.8,"He more of the class certainly helped…

He more of the class certainly helped prevent boredom. Knowledge presenters and broken down for clearer understanding.",US,1,2022-04-08T13:41:47Z,"Comedy Driving, Inc."
Michael,1.0,Enjoyed format and content.,US,1,2022-04-08T05:22:30Z,"Comedy Driving, Inc."
Deborah,1.0,Entertaining and informative.,US,1,2022-04-08T05:20:02Z,"Comedy Driving, Inc."
Cuong,0.8,More cowbell,US,1,2022-04-08T02:17:18Z,"Comedy Driving, Inc."
Brian,1.0,"Good Course

Enjoyed the course",US,1,2022-04-07T13:23:30Z,"Comedy Driving, Inc."
Oscar Arnoldo,1.0,"Everything ok thanks

Everything ok thanks I love it",US,1,2022-04-07T04:44:13Z,"Comedy Driving, Inc."
Sonam,1.0,"great

i liked the online course of comedy driving",US,1,2022-04-06T15:08:12Z,"Comedy Driving, Inc."
Juan,1.0,Very good course,US,1,2022-04-05T05:51:08Z,"Comedy Driving, Inc."
Donnie Jefferson-Garrett,1.0,"Really enjoyed the program

Really enjoyed the program. Very interesting.",US,1,2022-04-05T04:07:38Z,"Comedy Driving, Inc."
Antonio,1.0,"Excellent course

The course was excellent very informative and funny.",US,1,2022-04-04T19:27:01Z,"Comedy Driving, Inc."
Joshua,1.0,"This was my first time taking defensive…

This was my first time taking defensive driving and the comedy driving course was easy to use. I would use it again if I had to in the future.",US,1,2022-04-04T17:38:35Z,"Comedy Driving, Inc."
Vic,1.0,"Easy to understand and participate

Finished over the course of two days.",US,1,2022-04-04T17:23:23Z,"Comedy Driving, Inc."
William,1.0,Great course to take at your own pace!!,US,1,2022-04-04T05:25:10Z,"Comedy Driving, Inc."
Debbie,1.0,"Was dreading the 6 hours at a computer

Was dreading the 6 hours at a computer. You made it interesting and entertaining. The time actually went by quickly. Your technique taught me things that I would not have learned in a classroom.",US,2,2022-04-03T23:35:33Z,"Comedy Driving, Inc."
Ginette,1.0,"An excellent and entertaining program

An excellent and entertaining program, very clear and with this time videos",US,1,2022-04-03T18:48:27Z,"Comedy Driving, Inc."
William M Mccullough,1.0,"Comedy Driving-the course-not my driving.

I enjoyed the course and I feel that it can only help my driving.",US,1,2022-04-03T01:42:37Z,"Comedy Driving, Inc."
Debra,1.0,"It was a relatively painless course

It was a relatively painless course. Only a couple of small glitches where I pressed the play button & the videos jumped ahead to the middle & I had to restart it. It was helpful & I learned some new driving tips. I even laughed out loud at a couple of the silly characters.",US,1,2022-04-03T01:22:19Z,"Comedy Driving, Inc."
KHH,1.0,"I’m giving Comedy Driving website 5…

I’m giving Comedy Driving website 5 stars because I learned a lot from it. They made it fun and not boring to keep me entertained while learning the necessary points for being safe on the road. I highly recommend this online defensive driving class to anyone.",US,2,2022-04-03T00:01:45Z,"Comedy Driving, Inc."
Michael,1.0,"It was easy to follow

It was easy to follow, and informative. The time seemed to fly by. I enjoyed the comedy, and will recommend this course to others.",US,1,2022-04-02T03:12:36Z,"Comedy Driving, Inc."
Latty,1.0,"Really enjoy the class and it’s very…

Really enjoy the class and it’s very educational",US,1,2022-04-01T12:17:40Z,"Comedy Driving, Inc."
Mingmin,1.0,"Great safety course

Great safety course! Easy and fan to learn!",US,1,2022-04-01T04:46:03Z,"Comedy Driving, Inc."
Kristin,1.0,"Great!

Easy to follow and very informative",US,1,2022-04-01T00:07:01Z,"Comedy Driving, Inc."
Kelly,0.8,"Great quick review with appropriate…

Great quick review with appropriate timing and questions.",US,1,2022-03-31T23:01:10Z,"Comedy Driving, Inc."
Kevin,1.0,"Drive Safe

Successful Course",US,1,2022-03-31T20:31:54Z,"Comedy Driving, Inc."
Matthew,1.0,"This course was very user friendly

This course was very user friendly. The course was perfect for allowing me to take it when I had time. I was able to take it throughout the day over multiple days.",US,1,2022-03-31T18:54:38Z,"Comedy Driving, Inc."
al,1.0,great and easy course !,US,1,2022-03-31T18:01:05Z,"Comedy Driving, Inc."
Michelle,1.0,"Easy to understand material great break…

Easy to understand material great break intervals and great walkthroughs",US,1,2022-03-31T04:19:17Z,"Comedy Driving, Inc."
Dillan Doan,1.0,"Intuitive and easy to understand

Intuitive and easy to understand. Funny animations with ridiculously funny accent. This course will make you not to get bored yet keep you entertained while learning defensive driving.",US,2,2022-03-31T03:04:11Z,"Comedy Driving, Inc."
Cody,1.0,"if you're gonna have to take defensive…

if you're gonna have to take defensive driving, this is the best way to get it done.",US,1,2022-03-31T01:42:32Z,"Comedy Driving, Inc."
Tragic comic,1.0,"Questions

Is it possible to pay for an option to express mail these to our court? Had quadruple bypass and couldn't get this to court.",US,1,2022-03-31T00:49:17Z,"Comedy Driving, Inc."
STANLY,1.0,"Easy to follow instructions

Easy to follow instructions, NO problems. Good information presented in a very easy to understand way with simplistic comedy thrown in.",US,2,2022-03-30T22:44:21Z,"Comedy Driving, Inc."
Edmond,1.0,"Overall it was a good course

Overall it was a good course, certain parts were funny. My suggestion maybe update some of the videos, some are older than 20 years old. Kept my attention up, great work!",US,1,2022-03-30T19:36:36Z,"Comedy Driving, Inc."
David,1.0,very easy and friendly to follow.,US,1,2022-03-30T19:22:43Z,"Comedy Driving, Inc."
Noah Gutierrez,1.0,"Excelent

Very informative and really made me think about decisions that I’ve made in my driving. I hope I never have to take it again, but if I do I will do it will come back and use this company again.",US,2,2022-03-30T02:08:31Z,"Comedy Driving, Inc."
SCHO,1.0,"GREAT

GREAT CLASS.",US,1,2022-03-30T01:50:55Z,"Comedy Driving, Inc."
tyronza long,1.0,"It was long but I learned a lot of…

It was long but I learned a lot of information I did not know",US,2,2022-03-29T19:35:55Z,"Comedy Driving, Inc."
Colleen,1.0,"Comedy Driving has an easy website to…

Comedy Driving has an easy website to navigate, the cartoons and details definitely made the class more fun!",US,1,2022-03-29T14:44:16Z,"Comedy Driving, Inc."
Juanita Carrillo,1.0,"I was amazed this class was not boring…

I was amazed this class was not boring at all. Informative and helpful.",US,2,2022-03-29T05:48:56Z,"Comedy Driving, Inc."
Sweet,0.8,"Pretty good & funny

Pretty good & funny. Videos sometimes are a little laggy but it was a good course !",US,1,2022-03-29T01:40:45Z,"Comedy Driving, Inc."
Wayne,0.8,"The course covered all of the required…

The course covered all of the required subjects, but the comedy was a bit off.",US,1,2022-03-29T01:24:44Z,"Comedy Driving, Inc."
Donna,1.0,"The whole online process was far easier…

The whole online process was far easier than I thought.
Interesting and a great review of all the rules.",US,1,2022-03-28T22:36:02Z,"Comedy Driving, Inc."
OT,1.0,Awesome and convenient!!,US,1,2022-03-28T20:30:53Z,"Comedy Driving, Inc."
Ben,1.0,"Highly Recommend

Highly recommend Comedy Driving to anyone that needs to take a defensive driving course. It is convenient and extremely informative and far from boring. It is the only course I have ever taken because it is great! Every driver needs to take this at least every 2-3 years.",US,1,2022-03-28T18:22:25Z,"Comedy Driving, Inc."
Roshunda,1.0,"This class was very easy to navigate…

This class was very easy to navigate through. I thoroughly enjoyed it. User friendly",US,1,2022-03-28T02:54:09Z,"Comedy Driving, Inc."
Rosetta,0.8,"I think the class was to long

I think the class was to long. I started at 1 pm and did not stop at all and got done after 8 pm.",US,1,2022-03-28T02:28:36Z,"Comedy Driving, Inc."
Dwight,1.0,"Overall it was a very good course

Overall it was a very good course. I know you were mandated by the state that it had to be at least 6 hours. The visuals were good. The only thing I could think of that bothered me was that when the video was completed and the bar at the bottom of the video was all the way to the right it still would tell you that you hadn't spent enough time on the video. Perhaps some sound or an icon that appears when you can advance.",US,1,2022-03-27T22:21:33Z,"Comedy Driving, Inc."
Wanda M,0.8,"It was ok

It was ok. I expected comedy & there was none. It was not funny to me. It got the job done & I got my certificate, but comedy, it was not. It just used a country accent.",US,1,2022-03-27T16:44:26Z,"Comedy Driving, Inc."
Lori,1.0,"Enjoyable and informative…

This was a very enjoyable and informative course! It didn't seem like 6 hours at all. I thoroughly enjoyed it and will recommend it to family members and colleagues.",US,1,2022-03-27T00:39:36Z,"Comedy Driving, Inc."
Kevin Felder,1.0,"Kevin F Comedy Driving Course

I really enjoyed taking the Comedy Driving Course. It made taking the course fun and not stressful at all!",US,2,2022-03-27T00:02:17Z,"Comedy Driving, Inc."
Mou,1.0,"It was pretty entertaining 6 hours

It was pretty entertaining 6 hours, and it focused on all the important stuff too.",US,1,2022-03-26T04:59:10Z,"Comedy Driving, Inc."
Stuart,1.0,"Great programthank you

Great program. I use you every time. Third time. Would not use another site. Thank you",US,1,2022-03-25T17:06:42Z,"Comedy Driving, Inc."
Amanda,1.0,"Very informative class

Very informative class. Love the convenience.",US,1,2022-03-25T15:00:29Z,"Comedy Driving, Inc."
Yuvianna,1.0,"The course is fun and informative

The course is fun, while also very informative.",US,1,2022-03-25T13:45:41Z,"Comedy Driving, Inc."
TC,1.0,"Thoroughly enjoy comedy defensive…

Thoroughly enjoy comedy defensive driving",US,1,2022-03-25T02:15:06Z,"Comedy Driving, Inc."
J Mason,1.0,"The course was easy cheesy funny and…

The course was easy cheesy funny and sobering as well,,, not so boring. In contrast to a speeding ticket. I actually learned something.",US,2,2022-03-24T16:24:47Z,"Comedy Driving, Inc."
Robert,1.0,"We’ll done… would recommend

Material was well presented to keep my attention.",US,3,2022-03-24T14:38:36Z,"Comedy Driving, Inc."
JM,1.0,"Simple, helpful.

Great pace. Compliance and price.",US,3,2022-03-24T00:50:08Z,"Comedy Driving, Inc."
Werner,1.0,"This is one of the best driving courses…

This is one of the best driving courses I have ever taken. The material was presented in a manner that made it easy to comprehend and enjoyable to sit through.",US,1,2022-03-23T21:13:25Z,"Comedy Driving, Inc."
Raul Navarro,1.0,"Entertaining course

Very good format, simple yet effective. Had little to no trouble staying focused and finished within 2 days of starting the course.",US,2,2022-03-23T18:46:18Z,"Comedy Driving, Inc."
Mary,1.0,"This course was very informative

This course was very informative, and kept my attention the whole time. I would definitely recommend this course to anyone!",US,1,2022-03-22T20:24:24Z,"Comedy Driving, Inc."
Kenna,1.0,"I enjoyed this course :)

Entertaining, not boring. Highly recommend.",US,1,2022-03-22T18:41:37Z,"Comedy Driving, Inc."
John Czach,1.0,It was fine I recommend it,US,3,2022-03-22T14:50:58Z,"Comedy Driving, Inc."
Gloria,1.0,"Defensive driving

Excellent course! Extremely educational. I highly recommend it.",US,1,2022-03-22T14:50:05Z,"Comedy Driving, Inc."
Gina,1.0,"This online course is great

This online course is great, entertaining, informative and EASY. I recommend it.
I chose to knock it out in a day, but you can do it at your own pace.",GB,9,2022-03-22T05:34:18Z,"Comedy Driving, Inc."
Mike A.,1.0,Learned a lot and funny,US,2,2022-03-22T03:31:32Z,"Comedy Driving, Inc."
James,1.0,"Easy funny and much easier to staying…

Easy funny and much easier to staying while watching than other online defensive driving courses",US,1,2022-03-22T02:29:30Z,"Comedy Driving, Inc."
Tammy Hawkins,1.0,"Easy to follow

Easy to follow, easy to complete, and it made me more of a cautious driver!!",US,2,2022-03-22T00:54:55Z,"Comedy Driving, Inc."
Douglas,1.0,"On-line course beat expectations

Took the on-line course. It was much better and more watchable than my expectation. I would recommend",US,1,2022-03-21T19:48:03Z,"Comedy Driving, Inc."
Vestoria,1.0,"I found the class be to interesting

I found the class be to interesting, some funny and not boring. I did leaner some new things. It was very good.",US,1,2022-03-21T18:36:23Z,"Comedy Driving, Inc."
Ernesta,1.0,"Definitely learned alot more than…

Definitely learned alot more than expected. Comedy was nice at the right times. It was a great experience and would recommend to other drivers.
I also think that this or any safety course should be administered EVERY YEAR before renewal for ages 16 - 21. Especially the DWI aspect of it but the whole course definitely. It should be law. As well as, to come in and rest randomly alcohol and drug levels. Working with any lab company or probation.",US,1,2022-03-21T18:30:40Z,"Comedy Driving, Inc."
Helen,1.0,Funny and user friendly.,US,1,2022-03-21T15:40:04Z,"Comedy Driving, Inc."
Jason,1.0,"Good

Good website",US,1,2022-03-21T04:25:24Z,"Comedy Driving, Inc."
Leighona,1.0,"Please Take This Class! You Will Not Be Disappointed!

I needed to take this class as a job requirement to drive our company vehicles. I procrastinated and waited until the very last week that it was due. I completed this class in a timely fashion (6 hours) and was able to print my certificate immediately after completion. This defensive driving class was funny and informative. I appreciate the way the information was presented. It wasn’t boring or dull. Thank you for this opportunity.",US,1,2022-03-21T04:18:23Z,"Comedy Driving, Inc."
DOC,1.0,"It was silly but I did learn something

It was silly but I did learn something. My youngest daughter sat in on some of the classes and she learned a lot too. Thank you for making this course painless.",US,1,2022-03-21T04:13:07Z,"Comedy Driving, Inc."
Feyera Neda,1.0,"Your teaching techniques was great

Your teaching techniques was great. It was like watching movies, that which anyone can understand every steps of avoiding accidents and violation tickets. To me it is so important lesson for anyone.",US,2,2022-03-21T01:21:59Z,"Comedy Driving, Inc."
Priti,0.8,"It would be good to have closed…

It would be good to have closed captions with all videos.",US,2,2022-03-20T15:09:37Z,"Comedy Driving, Inc."
Flo,1.0,"Well done.

I found this course helpful. The stories, interviews and questions helped to make the material seem more relevant. I will have a talk with my children as a result of seeing the interviews just to make sure they know what to do.",US,1,2022-03-19T21:50:39Z,"Comedy Driving, Inc."
Jim,1.0,Very informative,US,1,2022-03-19T21:20:14Z,"Comedy Driving, Inc."
Billie Ann,1.0,"The content could have been a bit…

The content could have been a bit funnier, but all in all very good class.",US,1,2022-03-19T20:09:39Z,"Comedy Driving, Inc."
Marlon,1.0,"Very Good!!!!

Entertaining very informative and helpful!!!, thank you so much!!!",US,1,2022-03-19T19:56:37Z,"Comedy Driving, Inc."
Karen,1.0,"Easy to follow and kind of funny

Easy to follow and kind of funny! Thanks",US,1,2022-03-19T16:11:56Z,"Comedy Driving, Inc."
Melbourne,1.0,Very good course and informative,US,1,2022-03-19T06:00:30Z,"Comedy Driving, Inc."
Jessica-nicole,1.0,Best class I took.,US,1,2022-03-19T04:56:58Z,"Comedy Driving, Inc."
Jeffrey,1.0,"Excellent course

Excellent course! Would definitely use this again...will try to NOT NEED to! Lol",US,1,2022-03-18T01:00:27Z,"Comedy Driving, Inc."
Raphael,1.0,"It was fantastic

It was fantastic. It is the easiest online class I have taken to date. Thank you comedy driving.",US,1,2022-03-17T18:02:07Z,"Comedy Driving, Inc."
Mayra,1.0,"Great

Great, funny, makes time go by quick.",US,1,2022-03-17T16:01:01Z,"Comedy Driving, Inc."
Christi Welday,1.0,"Well done

I think it was well done.",US,2,2022-03-17T15:26:45Z,"Comedy Driving, Inc."
Michael,1.0,Good way to take DD,US,1,2022-03-17T05:45:59Z,"Comedy Driving, Inc."
Melba,1.0,Excellent driving course,US,1,2022-03-17T03:29:00Z,"Comedy Driving, Inc."
Bonnie,1.0,"Good course

Good course, if you need one. It had a mix of animations and film. The comedy was light and enjoyable. Just listen and answer a few questions at a time. Pay attention to the last video for details and you will get to those last questions just fine.",US,1,2022-03-17T03:25:23Z,"Comedy Driving, Inc."
Keri,1.0,"It was pretty slow

It was pretty slow. But informative overall a good class.",US,1,2022-03-17T01:29:20Z,"Comedy Driving, Inc."
Sergio,0.8,Good program.,US,1,2022-03-17T01:24:55Z,"Comedy Driving, Inc."
Anni Killam,0.8,"Comedy Driving was overall a pretty…

Comedy Driving was overall a pretty good online course. Some portions were a little slower than others, but there were some great situational videos, some comic videos, and some very poignant videos. It made it easier than a lecture or dry reading. I would recommend it as a good online option.",US,2,2022-03-16T16:01:05Z,"Comedy Driving, Inc."
Ann,0.8,"Not funny, but it did what I needed it to do

I didn't find the course as amusing as I thought I might, given the name is comedy driving school, but my 9yr old thought it hysterical when he watched a bit with me,",US,1,2022-03-16T14:47:19Z,"Comedy Driving, Inc."
Hector,1.0,"Defensive driving course

Excellent and eye opening course.",US,1,2022-03-16T06:43:45Z,"Comedy Driving, Inc."
Maria,1.0,"Great course to take

Great course to take. Straight to the point and intertaining.",US,1,2022-03-16T04:16:05Z,"Comedy Driving, Inc."
Merri,1.0,"Excellent class.

Excellent class.
I enjoyed the lessons. The humor was a little dumb blonde/redneck oriented, but overall it got the message across.",US,1,2022-03-16T03:02:54Z,"Comedy Driving, Inc."
Samantha,1.0,"This defensive driving program is the one to choose!

This defensive driving program is informative and pretty painless. You can work at your own pace and potentially learn something of value along the way. Don't hesitate to choose Comedy Driving for your next ticket dismissal!",US,1,2022-03-15T23:33:02Z,"Comedy Driving, Inc."
Pamela,1.0,"The class was nice because you can do…

The class was nice because you can do it at your own pace.
Also, I'm glad I took it as refresher. There were things that I had forgotten and new things that I learned.",US,1,2022-03-15T22:58:33Z,"Comedy Driving, Inc."
Claire Hardeman,0.8,"Great cheesy course

Great cheesy course. It was recommended by a friend. It was basic knowledge stuff with some sobering videos interspersed throughout. My only gripe was that when I was paying attention to defensive details during the course a test question asked what color a guys shirt was???? What??? Then I was asked during a different area what color the vehicle was that was hit in an intersection…. I definitely was not looking for car colors during a defensive course!!! Not cool, had to rewatch a couple segments because of these inane questions… please remove those from your course guys!",US,1,2022-03-15T20:36:09Z,"Comedy Driving, Inc."
Egendia,0.8,"I couldn't understand the Texas draw at…

I couldn't understand the Texas draw at times. That animation was superb.",US,1,2022-03-15T19:05:51Z,"Comedy Driving, Inc."
Vicki Hale,1.0,"I really enjoyed doing my defensive…

I really enjoyed doing my defensive driving on line.But there's a big difference doing it they rather than actually being there.Being on line you miss all the laughter and all.But it was also nice online instead of having to fight the traffic all the way to Katy area. That's a long drive for someone my age. But the coarse was very informative,and if I ever had to do it again,i would be online with Comedy show case.",US,3,2022-03-15T15:52:38Z,"Comedy Driving, Inc."
Peace Okolo,1.0,"Jokes

However, most jokes were trouble,",US,1,2022-03-15T15:11:04Z,"Comedy Driving, Inc."
Megan,1.0,"The course was very informative and…

The course was very informative and funny. I had to do my course a little at a time due to my work schedule. But it picked up right where I left off every time. No issues!",US,1,2022-03-15T13:56:14Z,"Comedy Driving, Inc."
April,1.0,So easy and kept my attention,US,1,2022-03-14T21:31:06Z,"Comedy Driving, Inc."
Jesica,1.0,"Unique!

My first ticket and I have been recommended to Comedy Driving.",US,1,2022-03-14T20:00:22Z,"Comedy Driving, Inc."
Michael,1.0,"It was very interactive went by pretty…

It was very interactive went by pretty quick didn’t seem to drag on.",US,1,2022-03-14T15:27:06Z,"Comedy Driving, Inc."
Michelle,1.0,"Great Job

Great Job. I enjoyed the class.",US,1,2022-03-14T15:05:44Z,"Comedy Driving, Inc."
German,1.0,"Great and easy class!

Great and easy class it was easy to understand and complete. Thanks for helping out with this online class.",US,1,2022-03-14T13:45:51Z,"Comedy Driving, Inc."
Glenn,1.0,"Good course

Good course. Better than having to attend an in person class. I could start and stop when I wanted and completed the course over a period of a few days when it was most convenient for me to work through the course. I needed to take the course due to a speeding ticket received in a small TX town speed trap. I was speeding at the time so I was guilty of a traffic violation.",US,1,2022-03-14T12:23:19Z,"Comedy Driving, Inc."
AGooddriver,1.0,"Funny

Funny. Made it interesting to learn. It wasn’t boring as the others. I actually began with another company that was listed #1 and it was so horrible I requested a refund and searched again. That is when I found Comedy Driving. Glad I found them.",US,2,2022-03-14T08:27:41Z,"Comedy Driving, Inc."
Luis,1.0,Very good service Thanks,US,1,2022-03-14T07:42:21Z,"Comedy Driving, Inc."
Mary,1.0,"Very Informative and up to date

Very Informative and up to date. Excellent videos. Comedy made it entertaining.",US,1,2022-03-14T05:40:13Z,"Comedy Driving, Inc."
Stephanie,1.0,"Awesome Experience

I was amazed at the interesting details that were explained in the class. I would recommend to all my family and friends.",US,1,2022-03-14T02:31:48Z,"Comedy Driving, Inc."
Rosalina,1.0,"It was good do it again

It was good do it again. Recommend it to everybody else",US,1,2022-03-14T01:44:05Z,"Comedy Driving, Inc."
Michelle,1.0,"Pretty cheesy but..

Pretty cheesy but made driving school bearable.",US,1,2022-03-13T22:55:52Z,"Comedy Driving, Inc."
Sudheer Kari,1.0,Great courses,US,3,2022-03-13T20:49:54Z,"Comedy Driving, Inc."
Danish,1.0,"This course is too helpful.guide to drive all type of scenario

This course is too helpful.guide how to drive all type of scenario and rule regulation of drive",US,1,2022-03-13T16:12:22Z,"Comedy Driving, Inc."
Travis,1.0,"Greatttt course

Greatttt course! It combines a lil humor with the very serious ways of how you must be aware when you drive
, I enjoyed and it was a great experience to learn from",US,1,2022-03-13T10:42:26Z,"Comedy Driving, Inc."
Michael,1.0,"Exceptional

Overall class was pretty good except for I had a problem with buffering at times so when I got to the questionnaire I miss a couple and I had to go back but other than that it was pretty good. The best part I like was no final exam.",US,1,2022-03-13T06:34:14Z,"Comedy Driving, Inc."
Jason,1.0,Fun course really enjoyed it.,US,1,2022-03-13T01:44:08Z,"Comedy Driving, Inc."
Adria,1.0,"Best Defensive Driving Course..

Best Defensive Driving Course... And when they say comedy. They mean it. THE COURSE WAS SO MUCH FUN... KEEP UP THE GOOD WORK..",US,1,2022-03-12T07:31:11Z,"Comedy Driving, Inc."
Habib,1.0,"Great website everyone can enjoy and…

Great website everyone can enjoy and learn from it!. It worthy and reliable!.",US,1,2022-03-11T23:35:56Z,"Comedy Driving, Inc."
Kendy Haynes,1.0,"loved it

it was not as painful as i thought it would be, it was also very informative",US,3,2022-03-11T21:48:17Z,"Comedy Driving, Inc."
Cat,1.0,"Great style.

Nice and easy to understand. Love the style and how faster it went.",US,1,2022-03-11T20:53:51Z,"Comedy Driving, Inc."
Brianna,1.0,Excellent and humorous course!,US,1,2022-03-11T20:39:39Z,"Comedy Driving, Inc."
Jennifer,1.0,"Easy

Easy to do and entertaining.",US,1,2022-03-10T18:08:18Z,"Comedy Driving, Inc."
Donald,1.0,"I have learned a great deal of things…

I have learned a great deal of things that actually should be on the driving test for the license exam.",US,1,2022-03-10T13:53:03Z,"Comedy Driving, Inc."
Leo,1.0,Great online defensive driving class.,US,1,2022-03-10T05:22:02Z,"Comedy Driving, Inc."
Joseph,1.0,"I have been trying to complete this

I have been trying to complete this requirement for a week. I had no success until this program, Comedy Driving, Inc. I’m sure I have been charged numerous amount for signing up different programs.
I’m just happy it’s complete, thank you.",US,1,2022-03-10T04:04:58Z,"Comedy Driving, Inc."
Rebekah Peter.,1.0,"WOW I DID IT

Well I’m NOT very tech savvy but I completed my first course ever with your Comedy Course. I’m really proud of myself but all the credit goes to you guys for making this course easy enough even a novice (me) completed it. Y’all did a great job and I thank you. Yeah for me and YEAH FOR YOU. THANK YOU THANK YOU. Rebekah P.",US,2,2022-03-09T22:35:00Z,"Comedy Driving, Inc."
Maria Teresa,1.0,The best online course,US,1,2022-03-09T09:02:24Z,"Comedy Driving, Inc."
Kathryn,1.0,"Fast

Fast, easy and affordable!",US,1,2022-03-09T05:28:52Z,"Comedy Driving, Inc."
Andrea,1.0,"Very good class

Very good class, informative on new Texas laws as well regarding seat belts, child safety seats, dwi policies and statistics. Only once did I have a small blip, where I had to wait a bit for the page to load the next video/session, but overall was entertaining while educational.",US,1,2022-03-08T17:55:30Z,"Comedy Driving, Inc."
Teresa Uhlig,1.0,Very easy and was not boring,US,3,2022-03-08T16:15:39Z,"Comedy Driving, Inc."
Andrea,1.0,"Great program

Great program! Very informative & it doesn’t seem like 6 hours!!",US,1,2022-03-08T05:28:50Z,"Comedy Driving, Inc."
Ms. Washington,1.0,"Great course with affordable fee for download certificate

This course was accessible via both my laptop and phone and the app was easy to navigate. Most other companies were charging outrageous fees to download the certificate which should be an expectation in this age of technology. Comedy Driving fee was only $5 to download the certificate immediately after completing my course. And of course I completed the course just a few days before I needed to turn in my paperwork so it was super convenient for me.",US,1,2022-03-08T04:57:42Z,"Comedy Driving, Inc."
Torina Kuhlman,1.0,"The best defensive driving school out there

I totally recommend Comedy Defensive Driving School! It was super easy with great knowledge and super fun!",US,2,2022-03-07T20:47:58Z,"Comedy Driving, Inc."
Sara,1.0,"Entertaining to watch and I would do…

Entertaining to watch and I would do the program again through comedy driving if I had to.",US,1,2022-03-07T16:50:15Z,"Comedy Driving, Inc."
Randall,1.0,"It took a miserable experience and made…

It took a miserable experience and made it enjoyable",US,1,2022-03-07T16:50:00Z,"Comedy Driving, Inc."
Martha,1.0,"Easy to understand and I didn’t fall as…

Easy to understand and I didn’t fall as sleep",US,1,2022-03-07T16:10:59Z,"Comedy Driving, Inc."
